"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","External Voltage","Rear Roll","Rear Heave","Front Heave","Front Roll","InlineAcc","VerticalAcc","RollRate","PitchRate","YawRate","GPS LateralAcc","GPS InlineAcc","GPS Yaw Rate","D4 Gate Driver B","D4 RTD3 Temperat","D3 RTD2 Temperat","D2 RTD1 Temperat","D1 Control Board","D4 Torque Shudde","D3 Motor Tempera","D2 RTD5 Temperat","D1 RTD4 Temperat","D4 Delta Resolve","D3 Electrical Ou","D2 Motor Speed","D1 Motor Angle E","D4 DC Bus Curren","D1 Phase A Curre","D3 Phase C Curre","D2 Phase B Curre","D4 VBC Vq Voltag","D3 VAB Vd Voltag","D2 Output Voltag","D1 DC Bus Voltag","D4 Iq","D3 Id","D2 Flux Feedback","D1 Flux Command","D4 Reference Vol","D3 Reference Vol","D2 Reference Vol","D1 Reference Vol","D7 Direction Com","D6 Inverter Enab","D3 Relay 1 Statu","D3 Relay 3 Statu","D3 Relay 4 Statu","D5 Inverter Comm","D3 Relay 2 Statu","D4 Inverter Run","D2 Inverter Stat","D1 VSM State","D6 Inverter E 01","D4 Inverter Disc","D3 Relay 5 Statu","D6 Start Mode Ac","D3 Relay 6 Statu","D7 BMS Active","D7 BMS Torque Li","D7 Max Speed Lim","D7 Low Speed Lim","D5 Rolling Count","D1 PWM Frequency","D4 Run Fault Hi","D2 Post Fault Hi","D3 Run Fault Lo","D1 Post Fault Lo","D3 Power On Time","D1 Commanded Tor","D2 Torque Feedba","D4 Iq Command","Fast Torque Comm","Fast Torque Feed","Fast Motor Speed","Fast DC Bus Volt","Speed Mode Enabl","Speed Command","Torque Command","Torque Limit Com","D3 Data Command","D1 Parameter  01","SEG1OV","SEG1UV","PEC ERROR","SEG1OT","SEG1UT","SEG2OV","SEG2UT","SEG2OT","SEG2UV","SEG3OV","SEG3UV","SEG3OT","SEG3UT","SEG4OV","SEG4UV","SEG4OT","SEG4UT","SEG5OV","SEG5UV","SEG5OT","SEG5UT","SEG6OV","SEG6UV","SEG6OT","SEG6UT","PACKOC","IMD Fault","D1 HV Input Curr","D2 14V Master Fa","D3 HV Input Curr","D4 DTC Status","D6 14V Monitor","D8 14V Current M","BrakeSensor1","BrakeSensor2","Temperature","APPS1","APPS2","Max Voltage","Min Voltage","Max Voltage Location","Avg Voltage","Min Voltage Location","Max Temperature","Min Temperature Location","Min Temperature","Avg Temperature","Max Temperature Location","Pack Voltage","Pack Current"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","V","mm","mm","mm","mm","g","g","deg/s","deg/s","deg/s","g","g","deg/s","#","#","#","#","°C","#","°C","#","#","#","#","rpm","mm","#","#","#","#","#","#","mV","mV","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","Nm","Nm","#","Nm","#","rpm","#","#","km/h","Nm","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","bar","bar","°C","%","%","mV","mV","#","mV","#","°C","#","°C","°C","#","mV","A"

"43.100","0.2529","16","0.0000","0.0000","15.7457","-111.7271","0.0000","329.8059","31.3000","0.2165","10000.0000","40.86295528","-77.83395842","10.7520","12.9281","33.0000","35.3438","0.0393","0.1081","-1.0049","-0.1619","-0.2253","-0.6800","0.0000","0.0000","0.0000","35.3000","-1000.0000","206.3000","204.9000","33.7865","0.0000","37.8728","-1000.0000","-1000.0000","131.5146","-0.0427","0.0000","15.3573","0.0000","0.2698","-3.1313","-0.0583","0.6579","-0.6000","0.9158","393.0263","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","147.5810","0.0000","0.1917","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9581","0.2442","42.0000","-1.9160","-1.6911","4.0712","4.0638","65.0000","4.0666","37.0000","29.8900","56.0000","25.4600","16.6400","26.0000","70.6363","0.3075"
"43.150","0.1996","16","0.0000","0.0000","23.6272","-100.9057","0.0000","329.8117","31.3000","0.2115","10000.0000","40.86295535","-77.83395848","10.7520","12.9125","32.9938","35.3438","0.0346","0.1078","-1.0044","-0.1583","-0.2356","-0.6789","0.0000","0.0000","0.0000","35.3000","-1000.0000","206.3000","204.9000","33.7385","0.0000","37.7757","-1000.0000","-1000.0000","131.6094","0.0000","0.0000","15.3813","0.0000","-0.2281","-3.8438","-0.4000","0.7000","-0.6000","0.9897","392.9825","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","147.6310","0.0000","-0.1208","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0398","0.3544","42.0000","-1.4106","-1.3525","4.0712","4.0638","65.0000","4.0666","37.0000","29.8900","56.0000","25.4600","16.6400","26.0000","70.6355","0.3070"
"43.200","0.1571","16","0.0000","0.0000","35.1221","-38.5937","0.0000","329.8162","31.2650","0.1960","10000.0000","40.86295539","-77.83395845","10.7520","12.9172","33.0438","35.3250","0.0596","0.1083","-1.0039","-0.1512","-0.2544","-0.6500","0.0000","0.0000","0.0000","35.3000","-1000.0000","206.3000","204.9000","33.7000","0.0000","37.7545","-1000.0000","-1000.0000","131.6615","0.0000","0.0000","15.2771","0.0000","-0.3844","-3.5312","-0.4000","0.7000","-0.6000","0.9381","393.3948","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","147.6810","0.0000","-0.2250","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0216","0.2895","42.0000","-1.4867","-1.2993","4.0712","4.0638","65.0000","4.0666","37.0000","29.8900","56.0000","25.4600","16.6400","26.0000","70.6348","0.3065"
"43.250","0.1193","16","0.0000","0.0000","48.1654","45.7858","0.0000","329.8203","31.2150","0.1760","10000.0000","40.86295542","-77.83395840","10.7520","12.9219","32.9938","35.3625","0.0612","0.1087","-1.0039","-0.1439","-0.2811","-0.6589","0.0000","0.0000","0.0000","35.3000","-1000.0000","206.3000","204.9000","33.7000","0.0000","38.0020","-1000.0000","-1000.0000","131.7135","0.0000","0.0000","15.2000","0.0000","-0.3917","-3.2594","-0.2917","0.6726","-0.5863","0.8863","393.5905","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","147.7310","0.0000","-0.2271","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9928","0.2074","42.0000","-1.5627","-1.2461","4.0712","4.0638","65.0000","4.0666","37.0000","29.8900","56.0000","25.4600","16.6400","26.0000","70.6340","0.3060"
"43.300","0.1222","16","0.0000","0.0000","55.2540","-8.0104","0.0000","329.8328","31.1650","0.1735","10000.0000","40.86295543","-77.83395849","10.7520","12.9203","33.0500","35.3125","0.0724","0.1088","-1.0039","-0.1496","-0.2839","-0.6790","0.0000","0.0000","0.0000","35.2913","-1000.0000","206.3000","204.9000","33.7097","0.0000","38.1223","-1000.0000","-1000.0000","131.7656","0.0000","0.0000","15.2000","0.0000","0.0250","-3.1031","0.1250","0.5674","-0.5337","0.8337","393.1695","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","147.7810","0.0000","0.0333","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9928","0.2361","42.0000","-1.6388","-1.1929","4.0712","4.0638","65.0000","4.0666","37.0000","29.8900","56.0000","25.4600","16.6400","26.0000","70.6333","0.3055"
"43.350","0.1424","16","0.0000","0.0000","59.7904","-121.0248","0.0000","329.8488","31.1150","0.1785","10000.0000","40.86295542","-77.83395864","10.7520","12.9156","32.9938","35.3438","0.0487","0.1086","-1.0044","-0.1582","-0.2528","-0.6659","0.0000","0.0000","0.0000","35.2427","-1000.0000","206.3000","204.9000","33.7583","0.0000","37.7340","-1000.0000","-1000.0000","131.8000","0.0000","0.0000","15.2000","0.0000","0.3000","-3.1063","0.4000","0.5186","-0.5186","0.8186","392.9928","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","147.8310","0.0000","0.2188","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9981","0.2718","42.0000","-1.7148","-1.1396","4.0712","4.0638","65.0000","4.0666","37.0000","29.8900","56.0000","25.4600","16.6400","26.0000","70.6325","0.3050"
"43.400","0.1556","16","0.0000","0.0000","59.1460","-127.4441","0.0000","329.8596","31.0650","0.1835","10000.0000","40.86295545","-77.83395877","10.7520","12.9016","33.0000","35.3438","0.0462","0.1081","-1.0049","-0.1645","-0.2584","-0.6516","0.0000","0.0000","0.0000","35.2059","-1000.0000","206.3000","204.9000","33.8000","0.0000","37.4485","-1000.0000","-1000.0000","131.8000","0.0000","0.0000","15.2000","0.0000","0.3000","-3.4188","0.4000","0.5701","-0.5701","0.8701","393.2505","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","147.8810","0.0000","0.2708","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0506","0.3703","42.0000","-1.7909","-1.0864","4.0712","4.0638","65.0000","4.0666","37.0000","29.8900","56.0000","25.4600","16.6400","26.0000","70.6318","0.3045"
"43.450","0.1658","16","0.0000","0.0000","56.2813","-88.1798","0.0000","329.8683","31.0150","0.1885","10000.0000","40.86295551","-77.83395890","10.7520","12.9062","32.9750","35.3375","0.0518","0.1081","-1.0049","-0.1578","-0.2657","-0.6483","0.0000","0.0000","0.0000","35.2554","-1000.0000","206.3000","204.9000","33.8000","0.0000","37.7951","-1000.0000","-1000.0000","131.7774","0.0000","0.0000","15.2226","0.0000","0.1871","-3.6677","0.1516","0.6226","-0.6000","0.9000","393.3322","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","147.9310","0.0000","0.3710","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.1032","0.4688","42.0000","-2.5232","-1.5941","4.0712","4.0638","65.0000","4.0666","37.0000","29.8900","56.0000","25.4600","16.6400","26.0000","70.6310","0.3040"
"43.500","0.1776","16","0.0000","0.0000","50.7948","-69.6885","0.0000","329.8700","31.0000","0.1970","10000.0000","40.86295557","-77.83395897","10.7520","12.9469","32.9938","35.3187","0.0541","0.1085","-1.0049","-0.1378","-0.2770","-0.6439","0.0000","0.0000","0.0000","35.3000","-1000.0000","206.3000","204.9000","33.8000","0.0000","38.0640","-1000.0000","-1000.0000","131.7236","0.0000","0.0000","15.2763","0.0000","-0.0817","-3.8290","-0.4398","0.6763","-0.6000","0.9000","393.1710","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","147.9810","0.0000","0.5323","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9857","0.3552","42.0000","-3.3450","-2.1782","4.0712","4.0638","65.0000","4.0666","37.0000","29.8900","56.0000","25.4600","16.6400","26.0000","70.6303","0.3035"
"43.550","0.1901","16","0.0000","0.0000","44.1847","-60.1000","0.0000","329.8688","31.0000","0.2070","10000.0000","40.86295564","-77.83395902","10.7520","12.9172","32.9813","35.3187","0.0577","0.1089","-1.0049","-0.1294","-0.2775","-0.6430","0.0000","0.0000","0.0000","35.3000","-1000.0000","206.3000","204.9000","33.8000","0.0000","37.7640","-1000.0000","-1000.0000","131.6708","0.0292","0.2917","15.5917","0.0000","-0.2000","-3.9000","-0.4667","0.7295","-0.6295","0.9589","393.2179","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","148.0310","0.0000","0.5698","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.8988","0.2620","42.0000","-2.5570","-1.7655","4.0712","4.0638","65.0000","4.0666","37.0000","29.8900","56.0000","25.4600","16.6400","26.0000","70.6295","0.3030"
"43.600","0.1915","16","0.0000","0.0000","43.3359","-64.4627","0.0000","329.8653","30.9650","0.2065","10000.0000","40.86295568","-77.83395906","10.7520","12.9047","32.9562","35.3625","0.0458","0.1090","-1.0049","-0.1434","-0.2560","-0.6743","0.0000","0.0000","0.0000","35.3000","-1000.0000","206.3000","204.9000","33.8000","0.0000","37.5119","-1000.0000","-1000.0000","131.6188","0.0813","0.8125","16.1125","0.0000","-0.2000","-3.9000","-0.0500","0.7821","-0.6821","1.0642","393.4284","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","148.0810","0.0000","0.5177","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.9511","0.2620","42.0000","-1.5070","-1.1905","4.0712","4.0638","65.0000","4.0666","37.0000","29.8900","56.0000","25.4600","16.6400","26.0000","70.6288","0.3025"
"43.650","0.1881","16","0.0000","0.0000","44.9562","-74.8043","0.0000","329.8608","30.9150","0.2015","10000.0000","40.86295572","-77.83395911","10.7520","12.9094","33.0000","35.3375","0.0461","0.1081","-1.0049","-0.1593","-0.2608","-0.6611","0.0000","0.0000","0.0000","35.3000","-1000.0000","206.3000","204.9000","33.8000","0.0000","37.6109","-1000.0000","-1000.0000","131.5656","0.0656","0.6559","15.9903","0.0000","-0.0280","-3.5903","0.1000","0.7290","-0.6645","1.0290","393.3936","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","148.1310","0.0000","0.3935","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.0132","0.2817","42.0000","-1.1038","-1.2564","4.0712","4.0638","65.0000","4.0666","37.0000","29.8900","56.0000","25.4600","16.6400","26.0000","70.6281","0.3020"
"43.700","0.1972","16","0.0000","0.0000","41.8553","-72.3599","0.0000","329.8681","30.8650","0.2035","10000.0000","40.86295575","-77.83395922","10.7520","12.9375","32.9938","35.3500","0.0593","0.1079","-1.0049","-0.1667","-0.2521","-0.6399","0.0000","0.0000","0.0000","35.3000","-1000.0000","206.3000","204.9000","33.8000","0.0000","37.7000","-1000.0000","-1000.0000","131.5118","0.0118","0.1183","15.5065","0.0000","0.2409","-3.1065","0.1000","0.6215","-0.6108","0.9215","393.2323","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","148.1810","0.0000","0.2323","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.1150","0.3802","42.0000","-0.8060","-1.4266","4.0712","4.0638","65.0000","4.0666","37.0000","29.8900","56.0000","25.4600","16.6400","26.0000","70.6273","0.3015"
"43.750","0.2117","16","0.0000","0.0000","36.7311","-64.4357","0.0000","329.8804","30.8150","0.2085","10000.0000","40.86295577","-77.83395936","10.7520","12.9031","33.0250","35.3063","0.0297","0.1083","-1.0049","-0.1608","-0.2437","-0.6461","0.0000","0.0000","0.0000","35.3000","-1000.0000","206.3000","204.9000","33.8000","0.0000","37.7000","-1000.0000","-1000.0000","131.5000","0.0000","0.0000","15.3594","0.0000","0.3000","-3.7313","0.1000","0.7667","-0.7250","1.1083","393.1584","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","148.2310","0.0000","0.1167","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.2036","0.4688","42.0000","-1.1234","-1.7387","4.0712","4.0638","65.0000","4.0666","37.0000","29.8900","56.0000","25.4600","16.6400","26.0000","70.6266","0.3010"
"43.800","0.1404","16","0.0000","0.0000","22.8760","-40.3380","0.0000","329.8842","30.8000","0.1855","10000.0000","40.86295577","-77.83395941","10.7520","12.9203","33.0062","35.3438","0.0609","0.1093","-1.0049","-0.1405","-0.2438","-0.6470","0.0000","0.0000","0.0000","35.3040","-1000.0000","206.3000","204.9000","33.8000","0.0000","37.7099","-1000.0000","-1000.0000","131.5000","0.0000","0.0000","15.3073","0.0000","0.3000","-4.6688","0.1000","0.9750","-0.8813","1.3687","393.1063","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","148.2810","0.0000","0.0125","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.1740","0.4688","42.0000","-1.4534","-2.0537","4.0712","4.0638","65.0000","4.0666","37.0000","29.8900","56.0000","25.4600","16.6400","26.0000","70.6258","0.3005"
"43.850","0.0324","16","0.0000","0.0000","5.2791","-9.3088","0.0000","329.8842","30.8000","0.1505","10000.0000","40.86295577","-77.83395941","10.7520","12.9000","33.0000","35.3438","0.0447","0.1091","-1.0039","-0.1190","-0.2427","-0.6579","0.0000","0.0000","0.0000","35.3535","-1000.0000","206.3000","204.9000","33.8000","0.0000","37.8089","-1000.0000","-1000.0000","131.4552","0.0000","0.0000","15.4792","0.0000","0.1656","-4.2625","-0.1240","0.8639","-0.8093","1.2186","393.1000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","148.3310","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","1.1451","0.4688","42.0000","-0.6145","-1.0127","4.0712","4.0638","65.0000","4.0666","37.0000","29.8900","56.0000","25.4600","16.6400","26.0000","70.6251","0.3000"
